50	50	100	100	100
925120	862025
0	0	0	69	90	72	24	1	1
0	90	0	93	100	99	46	2	2
0	0	72	66	90	97	25	3	3
69	0	0	94	86	88	37	4	4
69	0	88	90	37	98	27	5	5
69	54	88	92	86	96	13	6	6
94	0	0	100	67	86	36	7	7
100	0	0	194	25	72	0	8	0
195	0	0	206	84	96	1	9	0
207	0	0	243	10	34	2	10	0
244	0	0	316	26	71	3	11	0
317	0	0	381	73	56	4	12	0
382	0	0	463	22	97	5	13	0
464	0	0	494	23	17	6	14	0
495	0	0	541	27	47	7	15	0
542	0	0	609	9	67	8	16	0
610	0	0	679	1	98	9	17	0
680	0	0	768	69	64	10	18	0
769	0	0	816	95	99	11	19	0
817	0	0	837	95	93	12	20	0
838	0	0	905	73	55	14	21	0
906	0	0	975	46	95	15	22	0
976	0	0	1043	40	85	16	23	0
1044	0	0	1114	32	91	17	24	0
1115	0	0	1205	25	96	18	25	0
1206	0	0	1251	100	84	19	26	0
1252	0	0	1342	34	82	20	27	0
1343	0	0	1436	93	38	21	28	0
1437	0	0	1519	43	95	22	29	0
1520	0	0	1618	38	97	23	30	0
1619	0	0	1700	33	88	26	31	0
1701	0	0	1785	17	69	28	32	0
1786	0	0	1883	11	99	29	33	0
1884	0	0	1958	37	74	30	34	0
1959	0	0	2043	27	73	31	35	0
2044	0	0	2095	97	51	32	36	0
2096	0	0	2134	74	95	33	37	0
2135	0	0	2158	42	26	34	38	0
2159	0	0	2231	86	64	35	39	0
2232	0	0	2237	74	88	38	40	0
2238	0	0	2330	90	10	39	41	0
2331	0	0	2423	12	70	40	42	0
2424	0	0	2448	80	93	41	43	0
2449	0	0	2548	50	74	42	44	0
2549	0	0	2615	77	86	43	45	0
2616	0	0	2663	82	77	44	46	0
2664	0	0	2756	41	76	45	47	0
2757	0	0	2849	80	39	47	48	0
2850	0	0	2946	3	92	48	49	0
2947	0	0	3035	21	91	49	50	0
