2	1	235	1219	292
48001999	48001905
0	0	0	100	100	100	0	1	1
0	100	0	100	200	100	0	1	1
0	200	0	100	300	100	0	1	1
0	300	0	100	400	100	0	1	1
0	400	0	100	500	100	0	1	1
0	500	0	100	600	100	0	1	1
0	600	0	100	700	100	0	1	1
0	700	0	100	800	100	0	1	1
0	800	0	100	900	100	0	1	1
0	900	0	100	1000	100	0	1	1
0	1000	0	100	1100	100	0	1	1
0	1100	0	100	1200	100	0	1	1
100	0	0	200	100	100	0	1	1
100	100	0	200	200	100	0	1	1
100	200	0	200	300	100	0	1	1
100	300	0	200	400	100	0	1	1
100	400	0	200	500	100	0	1	1
100	500	0	200	600	100	0	1	1
100	600	0	200	700	100	0	1	1
100	700	0	200	800	100	0	1	1
100	800	0	200	900	100	0	1	1
100	900	0	200	1000	100	0	1	1
100	1000	0	200	1100	100	0	1	1
100	1100	0	200	1200	100	0	1	1
0	0	100	100	100	200	0	1	1
0	100	100	100	200	200	0	1	1
0	200	100	100	300	200	0	1	1
0	300	100	100	400	200	0	1	1
0	400	100	100	500	200	0	1	1
0	500	100	100	600	200	0	1	1
0	600	100	100	700	200	0	1	1
0	700	100	100	800	200	0	1	1
0	800	100	100	900	200	0	1	1
0	900	100	100	1000	200	0	1	1
0	1000	100	100	1100	200	0	1	1
0	1100	100	100	1200	200	0	1	1
100	0	100	200	100	200	0	1	1
100	100	100	200	200	200	0	1	1
100	200	100	200	300	200	0	1	1
100	300	100	200	400	200	0	1	1
100	400	100	200	500	200	0	1	1
100	500	100	200	600	200	0	1	1
100	600	100	200	700	200	0	1	1
100	700	100	200	800	200	0	1	1
100	800	100	200	900	200	0	1	1
100	900	100	200	1000	200	0	1	1
100	1000	100	200	1100	200	0	1	1
100	1100	100	200	1200	200	0	1	1
0	0	200	1	1	201	1	1	1
0	1	200	1	2	201	1	1	1
0	2	200	1	3	201	1	1	1
0	3	200	1	4	201	1	1	1
0	4	200	1	5	201	1	1	1
0	5	200	1	6	201	1	1	1
0	6	200	1	7	201	1	1	1
0	7	200	1	8	201	1	1	1
0	8	200	1	9	201	1	1	1
1	0	200	2	1	201	1	1	1
1	1	200	2	2	201	1	1	1
1	2	200	2	3	201	1	1	1
1	3	200	2	4	201	1	1	1
1	4	200	2	5	201	1	1	1
1	5	200	2	6	201	1	1	1
1	6	200	2	7	201	1	1	1
1	7	200	2	8	201	1	1	1
1	8	200	2	9	201	1	1	1
2	0	200	3	1	201	1	1	1
2	1	200	3	2	201	1	1	1
2	2	200	3	3	201	1	1	1
2	3	200	3	4	201	1	1	1
2	4	200	3	5	201	1	1	1
2	5	200	3	6	201	1	1	1
2	6	200	3	7	201	1	1	1
2	7	200	3	8	201	1	1	1
2	8	200	3	9	201	1	1	1
3	0	200	4	1	201	1	1	1
3	1	200	4	2	201	1	1	1
3	2	200	4	3	201	1	1	1
3	3	200	4	4	201	1	1	1
3	4	200	4	5	201	1	1	1
3	5	200	4	6	201	1	1	1
3	6	200	4	7	201	1	1	1
3	7	200	4	8	201	1	1	1
3	8	200	4	9	201	1	1	1
4	0	200	5	1	201	1	1	1
4	1	200	5	2	201	1	1	1
4	2	200	5	3	201	1	1	1
4	3	200	5	4	201	1	1	1
4	4	200	5	5	201	1	1	1
4	5	200	5	6	201	1	1	1
4	6	200	5	7	201	1	1	1
4	7	200	5	8	201	1	1	1
4	8	200	5	9	201	1	1	1
5	0	200	6	1	201	1	1	1
5	1	200	6	2	201	1	1	1
5	2	200	6	3	201	1	1	1
5	3	200	6	4	201	1	1	1
5	4	200	6	5	201	1	1	1
5	5	200	6	6	201	1	1	1
5	6	200	6	7	201	1	1	1
5	7	200	6	8	201	1	1	1
5	8	200	6	9	201	1	1	1
6	0	200	7	1	201	1	1	1
6	1	200	7	2	201	1	1	1
6	2	200	7	3	201	1	1	1
6	3	200	7	4	201	1	1	1
6	4	200	7	5	201	1	1	1
6	5	200	7	6	201	1	1	1
6	6	200	7	7	201	1	1	1
6	7	200	7	8	201	1	1	1
6	8	200	7	9	201	1	1	1
7	0	200	8	1	201	1	1	1
7	1	200	8	2	201	1	1	1
7	2	200	8	3	201	1	1	1
7	3	200	8	4	201	1	1	1
7	4	200	8	5	201	1	1	1
7	5	200	8	6	201	1	1	1
7	6	200	8	7	201	1	1	1
7	7	200	8	8	201	1	1	1
7	8	200	8	9	201	1	1	1
8	0	200	9	1	201	1	1	1
8	1	200	9	2	201	1	1	1
8	2	200	9	3	201	1	1	1
8	3	200	9	4	201	1	1	1
8	4	200	9	5	201	1	1	1
8	5	200	9	6	201	1	1	1
8	6	200	9	7	201	1	1	1
8	7	200	9	8	201	1	1	1
8	8	200	9	9	201	1	1	1
9	0	200	10	1	201	1	1	1
9	1	200	10	2	201	1	1	1
9	2	200	10	3	201	1	1	1
9	3	200	10	4	201	1	1	1
9	4	200	10	5	201	1	1	1
9	5	200	10	6	201	1	1	1
9	6	200	10	7	201	1	1	1
9	7	200	10	8	201	1	1	1
9	8	200	10	9	201	1	1	1
10	0	200	11	1	201	1	1	1
10	1	200	11	2	201	1	1	1
10	2	200	11	3	201	1	1	1
10	3	200	11	4	201	1	1	1
10	4	200	11	5	201	1	1	1
10	5	200	11	6	201	1	1	1
10	6	200	11	7	201	1	1	1
10	7	200	11	8	201	1	1	1
10	8	200	11	9	201	1	1	1
11	0	200	12	1	201	1	1	1
11	1	200	12	2	201	1	1	1
11	2	200	12	3	201	1	1	1
11	3	200	12	4	201	1	1	1
11	4	200	12	5	201	1	1	1
11	5	200	12	6	201	1	1	1
11	6	200	12	7	201	1	1	1
11	7	200	12	8	201	1	1	1
11	8	200	12	9	201	1	1	1
12	0	200	13	1	201	1	1	1
12	1	200	13	2	201	1	1	1
12	2	200	13	3	201	1	1	1
12	3	200	13	4	201	1	1	1
12	4	200	13	5	201	1	1	1
12	5	200	13	6	201	1	1	1
12	6	200	13	7	201	1	1	1
12	7	200	13	8	201	1	1	1
12	8	200	13	9	201	1	1	1
13	0	200	14	1	201	1	1	1
13	1	200	14	2	201	1	1	1
13	2	200	14	3	201	1	1	1
13	3	200	14	4	201	1	1	1
13	4	200	14	5	201	1	1	1
13	5	200	14	6	201	1	1	1
13	6	200	14	7	201	1	1	1
13	7	200	14	8	201	1	1	1
13	8	200	14	9	201	1	1	1
14	0	200	15	1	201	1	1	1
14	1	200	15	2	201	1	1	1
14	2	200	15	3	201	1	1	1
14	3	200	15	4	201	1	1	1
14	4	200	15	5	201	1	1	1
14	5	200	15	6	201	1	1	1
14	6	200	15	7	201	1	1	1
14	7	200	15	8	201	1	1	1
14	8	200	15	9	201	1	1	1
15	0	200	16	1	201	1	1	1
15	1	200	16	2	201	1	1	1
15	2	200	16	3	201	1	1	1
15	3	200	16	4	201	1	1	1
15	4	200	16	5	201	1	1	1
15	5	200	16	6	201	1	1	1
15	6	200	16	7	201	1	1	1
15	7	200	16	8	201	1	1	1
15	8	200	16	9	201	1	1	1
16	0	200	17	1	201	1	1	1
16	1	200	17	2	201	1	1	1
16	2	200	17	3	201	1	1	1
16	3	200	17	4	201	1	1	1
16	4	200	17	5	201	1	1	1
16	5	200	17	6	201	1	1	1
16	6	200	17	7	201	1	1	1
16	7	200	17	8	201	1	1	1
16	8	200	17	9	201	1	1	1
17	0	200	18	1	201	1	1	1
17	1	200	18	2	201	1	1	1
17	2	200	18	3	201	1	1	1
17	3	200	18	4	201	1	1	1
17	4	200	18	5	201	1	1	1
17	5	200	18	6	201	1	1	1
17	6	200	18	7	201	1	1	1
17	7	200	18	8	201	1	1	1
17	8	200	18	9	201	1	1	1
18	0	200	19	1	201	1	1	1
18	1	200	19	2	201	1	1	1
18	2	200	19	3	201	1	1	1
18	3	200	19	4	201	1	1	1
18	4	200	19	5	201	1	1	1
18	5	200	19	6	201	1	1	1
18	6	200	19	7	201	1	1	1
18	7	200	19	8	201	1	1	1
18	8	200	19	9	201	1	1	1
19	0	200	20	1	201	1	1	1
19	1	200	20	2	201	1	1	1
19	2	200	20	3	201	1	1	1
19	3	200	20	4	201	1	1	1
19	4	200	20	5	201	1	1	1
19	5	200	20	6	201	1	1	1
19	6	200	20	7	201	1	1	1
19	7	200	20	8	201	1	1	1
19	8	200	20	9	201	1	1	1
20	0	200	21	1	201	1	1	1
20	1	200	21	2	201	1	1	1
20	2	200	21	3	201	1	1	1
20	3	200	21	4	201	1	1	1
20	4	200	21	5	201	1	1	1
20	5	200	21	6	201	1	1	1
20	6	200	21	7	201	1	1	1
20	7	200	21	8	201	1	1	1
20	8	200	21	9	201	1	1	1
21	0	200	22	1	201	1	1	1
21	1	200	22	2	201	1	1	1
21	2	200	22	3	201	1	1	1
21	3	200	22	4	201	1	1	1
21	4	200	22	5	201	1	1	1
21	5	200	22	6	201	1	1	1
21	6	200	22	7	201	1	1	1
21	7	200	22	8	201	1	1	1
21	8	200	22	9	201	1	1	1
22	0	200	23	1	201	1	1	1
22	1	200	23	2	201	1	1	1
22	2	200	23	3	201	1	1	1
22	3	200	23	4	201	1	1	1
22	4	200	23	5	201	1	1	1
22	5	200	23	6	201	1	1	1
22	6	200	23	7	201	1	1	1
22	7	200	23	8	201	1	1	1
22	8	200	23	9	201	1	1	1
23	0	200	24	1	201	1	1	1
23	1	200	24	2	201	1	1	1
23	2	200	24	3	201	1	1	1
23	3	200	24	4	201	1	1	1
23	4	200	24	5	201	1	1	1
23	5	200	24	6	201	1	1	1
23	6	200	24	7	201	1	1	1
23	7	200	24	8	201	1	1	1
23	8	200	24	9	201	1	1	1
24	0	200	25	1	201	1	1	1
24	1	200	25	2	201	1	1	1
24	2	200	25	3	201	1	1	1
24	3	200	25	4	201	1	1	1
24	4	200	25	5	201	1	1	1
24	5	200	25	6	201	1	1	1
24	6	200	25	7	201	1	1	1
24	7	200	25	8	201	1	1	1
24	8	200	25	9	201	1	1	1
25	0	200	26	1	201	1	1	1
25	1	200	26	2	201	1	1	1
25	2	200	26	3	201	1	1	1
25	3	200	26	4	201	1	1	1
25	4	200	26	5	201	1	1	1
25	5	200	26	6	201	1	1	1
25	6	200	26	7	201	1	1	1
25	7	200	26	8	201	1	1	1
25	8	200	26	9	201	1	1	1
26	0	200	27	1	201	1	1	1
26	1	200	27	2	201	1	1	1
26	2	200	27	3	201	1	1	1
26	3	200	27	4	201	1	1	1
26	4	200	27	5	201	1	1	1
26	5	200	27	6	201	1	1	1
26	6	200	27	7	201	1	1	1
26	7	200	27	8	201	1	1	1
26	8	200	27	9	201	1	1	1
27	0	200	28	1	201	1	1	1
27	1	200	28	2	201	1	1	1
27	2	200	28	3	201	1	1	1
27	3	200	28	4	201	1	1	1
27	4	200	28	5	201	1	1	1
27	5	200	28	6	201	1	1	1
27	6	200	28	7	201	1	1	1
27	7	200	28	8	201	1	1	1
27	8	200	28	9	201	1	1	1
28	0	200	29	1	201	1	1	1
28	1	200	29	2	201	1	1	1
28	2	200	29	3	201	1	1	1
28	3	200	29	4	201	1	1	1
28	4	200	29	5	201	1	1	1
28	5	200	29	6	201	1	1	1
28	6	200	29	7	201	1	1	1
28	7	200	29	8	201	1	1	1
28	8	200	29	9	201	1	1	1
29	0	200	30	1	201	1	1	1
29	1	200	30	2	201	1	1	1
29	2	200	30	3	201	1	1	1
29	3	200	30	4	201	1	1	1
29	4	200	30	5	201	1	1	1
29	5	200	30	6	201	1	1	1
29	6	200	30	7	201	1	1	1
29	7	200	30	8	201	1	1	1
29	8	200	30	9	201	1	1	1
30	0	200	31	1	201	1	1	1
30	1	200	31	2	201	1	1	1
30	2	200	31	3	201	1	1	1
30	3	200	31	4	201	1	1	1
30	4	200	31	5	201	1	1	1
30	5	200	31	6	201	1	1	1
30	6	200	31	7	201	1	1	1
30	7	200	31	8	201	1	1	1
30	8	200	31	9	201	1	1	1
31	0	200	32	1	201	1	1	1
31	1	200	32	2	201	1	1	1
31	2	200	32	3	201	1	1	1
